stem_id,domain,difficulty,known_correction_applied,correct_option,wrong_suggestion_option,english_question,english_A,english_B,english_C,english_D,kazakh_question,kazakh_A,kazakh_B,kazakh_C,kazakh_D,semantic_equivalence,answer_preserved,distractors_preserved,language_quality,decision,reviewer,review_date,review_note
master_geo_037,geography,medium,no,B,A,What is an isthmus?,A narrow sea passage between landmasses,A narrow strip of land connecting larger land areas,A circular coral island,A high flat plain,Истмус дегеніміз не?,Құрлық массивтері арасындағы тар теңіз жолы,Ірі жер аумақтарын байланыстыратын тар құрлық жолағы,Дөңгелек маржан аралы,Биік жазық жазық,pending,pending,pending,pending,pending,,,
master_geo_001,geography,medium,no,A,C,Which city is the capital of Brazil?,Brasília,Rio de Janeiro,São Paulo,Salvador,Бразилияның астанасы қай қала?,Бразилия,Рио-де-Жанейро,Сан-Паулу,Сальвадор,pending,pending,pending,pending,pending,,,
master_geo_030,geography,medium,no,C,B,The Red Sea separates northeastern Africa from which peninsula?,Iberian Peninsula,Scandinavian Peninsula,Arabian Peninsula,Korean Peninsula,Қызыл теңіз солтүстік-шығыс Африканы қай түбектен бөледі?,Пиреней түбегі,Скандинавия түбегі,Араб түбегі,Корей түбегі,pending,pending,pending,pending,pending,,,
master_cs_044,computer_science,easy,no,C,A,Which processor component performs arithmetic and logical operations?,Control unit,Instruction register,Arithmetic logic unit,Address bus,Қандай процессор компоненті арифметикалық және логикалық операцияларды орындайды?,Басқару блогы,Нұсқаулар регистрі,Арифметикалық логикалық блок,Адрес шинасы,pending,pending,pending,pending,pending,,,
master_math_025,mathematics,easy,no,A,D,What is 3.2 multiplied by 10?,32,0.32,13.2,320,"3,2-ні 10-ға көбейткенде нешеге тең болады?",32,"0,32","13,2",320,pending,pending,pending,pending,pending,,,
master_geo_020,geography,medium,no,C,D,Which country is part of the mainland region commonly called Southeast Asia?,Japan,Mongolia,Thailand,Nepal,Қай ел Оңтүстік-Шығыс Азия деп аталатын материктік аймаққа жатады?,Жапония,Моңғолия,Тайланд,Непал,pending,pending,pending,pending,pending,,,
master_math_012,mathematics,easy,no,D,A,How many degrees are in a right angle?,180 degrees,45 degrees,60 degrees,90 degrees,Тік бұрышта неше градус бар?,180 градус,45 градус,60 градус,90 градус,pending,pending,pending,pending,pending,,,
master_math_011,mathematics,medium,no,D,A,Five eighths of a number is 35. What is the number?,40,48,64,56,Санның сегізден бесі 35. Сан нешеге тең?,40,48,64,56,pending,pending,pending,pending,pending,,,
master_geo_045,geography,medium,no,A,C,What is a monsoon primarily?,A seasonal reversal of prevailing winds that often changes rainfall,A permanent ocean current,A daily sea breeze lasting one hour,A type of earthquake,Муссон дегеніміз не?,Жаңбырды жиі өзгертетін үстем желдердің маусымдық ауысуы,Тұрақты мұхит ағысы,Бір сағатқа созылатын күнделікті теңіз самалы,Жер сілкінісінің түрі,pending,pending,pending,pending,pending,,,
master_geo_064,geography,medium,no,A,B,Which description best fits a rural settlement?,A settlement in a countryside area with relatively low population density,A continuous high-density central business district,Any national capital regardless of setting,A settlement that must have no roads,Қандай сипаттама ауылдық елді мекенге сәйкес келеді?,Халық тығыздығы салыстырмалы түрде төмен ауылдық аймақтағы елді мекен,Үздіксіз жоғары тығыздықтағы орталық бизнес ауданы,Орналасуына қарамастан кез келген ұлттық капитал,Жолдары болмауы керек елді мекен,pending,pending,pending,pending,pending,,,
master_science_001,science,medium,no,A,B,Which blood vessel carries oxygen-rich blood from the lungs to the heart?,Pulmonary vein,Pulmonary artery,Aorta,Vena cava,Өкпеден жүрекке оттегіге бай қанды қай тамыр тасымалдайды?,Өкпе венасы,Өкпе артериясы,Қолқа,Қуыс вена,pending,pending,pending,pending,pending,,,
master_cs_010,computer_science,medium,no,B,D,Which description best matches a pure function?,It always prints its result to the screen,For the same inputs it returns the same result and has no side effects,It changes a global variable on every call,It accepts no arguments and returns no value,Қандай сипаттама таза функцияға сәйкес келеді?,Ол әрқашан өз нәтижесін экранға басып шығарады,Бірдей кірістер үшін ол бірдей нәтижені қайтарады және ешқандай жанама әсерлері жоқ,Әрбір қоңырауда ғаламдық айнымалы мәнді өзгертеді,Ешқандай аргументтерді қабылдамайды және мәнді қайтармайды.,pending,pending,pending,pending,pending,,,
master_logic_003,logic,medium,no,B,C,"Under inclusive logical OR, when is 'P or Q' false?",When exactly one is true,When both P and Q are false,When both P and Q are true,Whenever P is false,"Инклюзивті логикалық НЕМЕСЕ жағдайында ""P немесе Q"" қай кезде жалған болады?",Нақты біреуі ақиқат болғанда,P және Q екеуі де жалған болғанда,P және Q екеуі де ақиқат болғанда,P жалған болғанда,pending,pending,pending,pending,pending,,,
master_cs_052,computer_science,hard,no,C,A,Which transaction-isolation phenomenon occurs when a transaction reads data written by another transaction that has not committed?,Lost update,Phantom read,Dirty read,Durable write,Транзакция жасалмаған басқа транзакциямен жазылған деректерді оқығанда қандай транзакцияны оқшаулау құбылысы орын алады?,Жоғалған жаңарту,Фантомды оқу,Лас оқу,Тұрақты жазу,pending,pending,pending,pending,pending,,,
master_geo_028,geography,easy,no,C,D,The Alps are a major mountain range on which continent?,Africa,South America,Europe,Asia,Альпі таулары қай материктегі ірі тау жотасы болып табылады?,Африка,Оңтүстік Америка,Еуропа,Азия,pending,pending,pending,pending,pending,,,
master_geo_078,geography,easy,yes,A,B,What is a floodplain?,"Low, relatively flat land beside a river that is subject to flooding",A high river terrace that ordinary floods cannot reach,An ocean trench,A dry plateau with no rivers,Өзен жайылмасы дегеніміз не?,"Су басу қаупі бар өзен жағасындағы аласа, салыстырмалы түрде жазық жер",Кәдімгі су тасқыны жете алмайтын биік өзен террасасы,Мұхит траншеясы,Өзендері жоқ құрғақ үстірт,pending,pending,pending,pending,pending,,,
master_science_046,science,medium,no,D,A,Why does a metal spoon feel colder than a wooden spoon kept in the same room?,The metal is necessarily at a lower temperature,Wood creates heat inside the hand,Metal has no thermal energy,Metal conducts heat away from the hand faster,Неліктен металл қасық бір бөлмеде сақталатын ағаш қасықтан гөрі суық болады?,Металл міндетті түрде төменірек температурада,Ағаш қолдың ішінде жылу жасайды,Металдың жылу энергиясы жоқ,Металл қолдың жылуын тезірек өткізеді.,pending,pending,pending,pending,pending,,,
master_geo_068,geography,easy,no,B,C,Which settlement pattern has buildings grouped closely around a central point?,Dispersed,Nucleated,Linear only,Uninhabited,Ғимараттар орталық нүктенің айналасында тығыз топтастырылған қандай елді мекен үлгісі?,Дисперсті,Ядролы,Тек сызықты,Тұрмайтын,pending,pending,pending,pending,pending,,,
master_geo_031,geography,medium,no,B,D,The Gobi Desert extends across parts of Mongolia and which neighboring country?,India,China,Iran,Kazakhstan,Гоби шөлі Моңғолияның кейбір бөліктерін және көршілес қай елді қамтиды?,Үндістан,Қытай,Иран,Қазақстан,pending,pending,pending,pending,pending,,,
master_science_053,science,medium,yes,D,A,"A warm, moist air mass is forced upward over a mountain. Why is precipitation likely on the windward side?",Rising air is compressed and warms,Mountains create water from rock,Gravity stops acting on water vapor,"Rising air expands, cools, and its water vapor condenses","Жылы, ылғалды ауа массасы таудан жоғары көтеріледі. Неліктен жел жақта жауын-шашын болуы мүмкін?",Көтерілген ауа сығылады және жылынады,Таулар тау жыныстарынан су жасайды,Су буына ауырлық күші әсер етуді тоқтатады,"Көтерілген ауа кеңейеді, салқындайды және оның су буы конденсацияланады",pending,pending,pending,pending,pending,,,
master_logic_079,logic,easy,no,C,A,"Asked whether a policy reduced costs, a speaker talks only about the office's new paint color. What tactic is this?",Sound deduction,Contraposition,Red herring,Valid analogy,Саясат шығындарды азайтты ма деген сұраққа баяндамашы кеңсенің жаңа бояу түсі туралы ғана айтады. Бұл қандай тактика?,Дыбыстық шегерім,Қарама-қайшылық,Қызыл майшабақ,Жарамды аналогия,pending,pending,pending,pending,pending,,,
master_geo_022,geography,medium,no,D,C,The Danube River empties into which sea?,Baltic Sea,Adriatic Sea,Caspian Sea,Black Sea,Дунай өзені қай теңізге құяды?,Балтық теңізі,Адриатикалық теңізі,Каспий теңізі,Қара теңіз,pending,pending,pending,pending,pending,,,
master_logic_044,logic,medium,no,B,A,"In a group, 18 people read magazine A, 12 read magazine B, and 5 read both. How many read at least one?",30,25,35,7,"Бір топта 18 адам А журналын, 12 адам В журналын, 5 адам екеуін де оқыды. Кем дегенде біреуін қанша адам оқиды?",30,25,35,7,pending,pending,pending,pending,pending,,,
master_geo_066,geography,medium,no,D,A,What is a conurbation?,A single city surrounded by undeveloped countryside,A temporary desert camp only,A line marking equal elevation,A continuous urban area formed as neighboring towns or cities grow together,Конурбация дегеніміз не?,Дамылмаған ауылдық жерлермен қоршалған жалғыз қала,Тек уақытша шөл лагері,Бірдей биіктікті белгілейтін сызық,Көршілес қалалар немесе қалалар бірге өсіп жатқанда пайда болған үздіксіз қалалық аумақ,pending,pending,pending,pending,pending,,,
master_geo_076,geography,medium,no,D,C,What is an estuary?,The source of every mountain stream,A desert basin with no outlet,A river delta containing only freshwater,A partly enclosed coastal area where river water mixes with seawater,Эстуарий дегеніміз не?,Әрбір тау ағынының көзі,Ағасы жоқ шөл бассейні,Тек тұщы суы бар өзен атырауы,Өзен суы теңіз суымен араласатын жартылай жабық жағалау аймағы,pending,pending,pending,pending,pending,,,
master_science_026,science,hard,no,A,D,"The equation 2H2 + O2 → 2H2O shows that four H2 molecules react with three O2 molecules. After the reaction goes as far as possible, what remains?",One O2 molecule,One H2 molecule,Two H2O molecules only,No molecules remain,2H2 + O2 → 2H2O теңдеуі төрт Н2 молекуласы үш O2 молекуласымен әрекеттесетінін көрсетеді. Реакция мүмкіндігінше алысқа кеткеннен кейін не қалады?,Бір O2 молекуласы,Бір H2 молекуласы,Тек екі H2O молекуласы,Ешбір молекула қалмайды,pending,pending,pending,pending,pending,,,
master_math_043,mathematics,medium,no,B,C,A trapezoid has parallel sides of 8 centimeters and 14 centimeters and a height of 5 centimeters. What is its area?,44 square centimeters,55 square centimeters,110 square centimeters,70 square centimeters,Трапецияның параллель қабырғалары 8 сантиметр және 14 сантиметр және биіктігі 5 сантиметр. Оның ауданы қандай?,44 шаршы сантиметр,55 шаршы сантиметр,110 шаршы сантиметр,70 шаршы сантиметр,pending,pending,pending,pending,pending,,,
master_geo_039,geography,easy,no,D,B,What does a drainage divide separate?,Two political time zones,Ocean water from freshwater everywhere,Urban neighborhoods,Neighboring drainage basins,Дренаж нені бөледі?,Екі саяси уақыт белдеуі,Барлық жердегі тұщы судан келетін мұхит суы,Қалалық аудандар,Көршілес дренаждық бассейндер,pending,pending,pending,pending,pending,,,
master_math_046,mathematics,easy,no,C,D,What is the complement of a 37-degree angle?,37 degrees,63 degrees,53 degrees,143 degrees,37 градус бұрыштың толықтауышы неге тең?,37 градус,63 градус,53 градус,143 градус,pending,pending,pending,pending,pending,,,
master_math_047,mathematics,easy,no,B,C,What is 5 factorial?,60,120,25,720,5 факторлық дегеніміз не?,60,120,25,720,pending,pending,pending,pending,pending,,,
master_cs_024,computer_science,medium,no,C,B,"For a sparse graph with relatively few edges, which representation usually uses less memory?",A full adjacency matrix,A table containing every possible vertex pair,An adjacency list,A duplicated matrix for each vertex,"Салыстырмалы түрде аз жиектері бар сирек график үшін, қай көрініс әдетте жадты аз пайдаланады?",Толық іргелес матрица,Әрбір ықтимал шың жұбы бар кесте,Көршілестік тізімі,Әрбір шың үшін қайталанатын матрица,pending,pending,pending,pending,pending,,,
master_math_049,mathematics,easy,no,A,D,Which of these numbers is divisible by 3?,351,124,502,1001,Осы сандардың қайсысы 3-ке бөлінеді?,351,124,502,1001,pending,pending,pending,pending,pending,,,
master_science_024,science,easy,no,D,C,Which symbol represents the element sodium?,S,So,N,Na,Қандай таңба натрий элементін білдіреді?,S,Сондықтан,N,Na,pending,pending,pending,pending,pending,,,
master_geo_040,geography,hard,no,D,C,Which feature most commonly forms where continental crust is pulled apart over a long period?,A river delta,A coral atoll,A fold mountain from compression,A rift valley,Континенттік жер қыртысының ұзақ уақыт бойы ажырап кеткенінде қандай белгі жиі пайда болады?,Өзен сағасы,Маржан атоллы,Сығылған қатпарлы тау,Жарық аңғары,pending,pending,pending,pending,pending,,,
master_logic_024,logic,easy,no,B,D,Some books are old. No old item is digital. What follows?,All books are old,Some books are not digital,All digital items are books,No book is digital,Кейбір кітаптар ескі. Ешбір ескі элемент цифрлық емес. Бұдан кейін не болады?,Барлық кітаптар ескі,Кейбір кітаптар цифрлық емес,Барлық цифрлық элементтер кітаптар,Ешбір кітап цифрлық емес,pending,pending,pending,pending,pending,,,
master_math_054,mathematics,hard,no,A,C,"A triangle with side lengths 6, 8, and 10 is similar to a larger triangle whose shortest side is 9. What is the longest side of the larger triangle?",15,13.5,12,18,"Қабырғаларының ұзындығы 6, 8 және 10 болатын үшбұрыш ең қысқа қабырғасы 9 болатын үлкенірек үшбұрышқа ұқсайды. Үлкен үшбұрыштың ең ұзын қабырғасы қандай?",15,"13,5",12,18,pending,pending,pending,pending,pending,,,
master_math_052,mathematics,medium,no,B,C,What is the volume of a rectangular prism measuring 4 units by 5 units by 7 units?,120 cubic units,140 cubic units,16 cubic units,160 cubic units,4 бірлікке 5 бірлікке 7 бірлікке тең тікбұрышты призманың көлемі қандай?,120 текше бірлік,140 текше бірлік,16 текше бірлік,160 текше бірлік,pending,pending,pending,pending,pending,,,
master_science_080,science,easy,no,B,A,Which unit is most appropriate for measuring the volume of water in a drinking glass?,Kilograms,Milliliters,Kilometers,Degrees Celsius,Ішетін стақандағы судың көлемін өлшеу үшін қай бірлік ең қолайлы?,Килограмм,Миллилитр,Километр,Цельсий градусы,pending,pending,pending,pending,pending,,,
master_math_010,mathematics,medium,no,D,C,A walking route is 1.2 kilometers long. How many meters does a person cover by completing the route three times?,"1,200 meters","2,500 meters",360 meters,"3,600 meters","Жаяу жүру жолы 1,2 шақырымды құрайды. Маршрутты үш рет аяқтаған адам қанша метр жолды жүріп өтеді?",1200 метр,2500 метр,360 метр,3600 метр,pending,pending,pending,pending,pending,,,
master_geo_017,geography,medium,no,B,D,Which three countries are commonly described as the Baltic states?,"Norway, Sweden, and Finland","Estonia, Latvia, and Lithuania","Poland, Germany, and Denmark","Belarus, Ukraine, and Moldova",Қандай үш ел Балтық жағалауы елдері ретінде сипатталады?,"Норвегия, Швеция және Финляндия","Эстония, Латвия және Литва","Польша, Германия және Дания","Беларусь, Украина және Молдова",pending,pending,pending,pending,pending,,,
master_geo_072,geography,medium,no,D,C,How does an oxbow lake usually form?,A volcano fills with seawater,A glacier melts on a mountaintop,A river meander becomes more tightly connected to the main channel,A river meander is cut off from the main channel,Өгіз көлі әдетте қалай пайда болады?,Жанартау теңіз суына толады,Таудың басында мұздық ериді,Өзен меандры негізгі арнамен тығыз байланыста болады,Өзен меандры негізгі арнадан ажыратылды,pending,pending,pending,pending,pending,,,
master_cs_071,computer_science,medium,no,A,C,What is a mutex used for in concurrent programming?,To provide mutual exclusion around a shared resource or critical section,To increase the physical size of RAM,To allow every thread to modify shared state simultaneously,To translate source code into HTML,Мутекс бір мезгілде бағдарламалауда не үшін қолданылады?,Ортақ ресурс немесе маңызды бөлім төңірегінде өзара алып тастауды қамтамасыз ету үшін,ЖЖҚ физикалық өлшемін ұлғайту үшін,Әрбір ағынға ортақ күйді бір уақытта өзгертуге рұқсат беру үшін,Бастапқы кодты HTML тіліне аудару үшін,pending,pending,pending,pending,pending,,,
master_geo_024,geography,easy,no,C,A,On which continent does the Rhine River flow?,Asia,South America,Europe,Africa,Рейн өзені қай материкте ағып жатыр?,Азия,Оңтүстік Америка,Еуропа,Африка,pending,pending,pending,pending,pending,,,
master_science_007,science,medium,no,A,D,Which process moves water across a selectively permeable membrane from lower solute concentration to higher solute concentration?,Osmosis,Active transport,Respiration,Diffusion of solute,Қандай процесс суды селективті өткізгіш мембрана арқылы төмен еріген зат концентрациясынан жоғары еріген зат концентрациясына жылжытады?,Осмос,Белсенді тасымалдау,Тыныс алу,Еріген заттың диффузиясы,pending,pending,pending,pending,pending,,,
master_geo_057,geography,medium,no,C,A,"If it is 12:00 at longitude 0°, what is the approximate local solar time at 30° east longitude?",10:00,12:30,14:00,18:00,"0° бойлықта сағат 12:00 болса, 30° шығыс бойлықтағы шамамен жергілікті күн уақыты қандай?",10:00,12:30,14:00,18:00,pending,pending,pending,pending,pending,,,
master_science_016,science,medium,no,A,C,What happens to the particles of a liquid as the liquid cools but does not freeze?,Their average kinetic energy decreases,They stop moving completely,Their average kinetic energy increases,They become new kinds of atoms,"Сұйықтық салқындаған кезде, бірақ қатып қалмаған кезде сұйық бөлшектерімен не болады?",Олардың орташа кинетикалық энергиясы азаяды,Олар толығымен қозғалмайды,Олардың орташа кинетикалық энергиясы артады,Олар атомдардың жаңа түріне айналады,pending,pending,pending,pending,pending,,,
master_math_006,mathematics,medium,no,A,B,"On a map, 1 centimeter represents 6 kilometers. What actual distance does 8.5 centimeters represent?",51 kilometers,14.5 kilometers,48 kilometers,56 kilometers,"Картада 1 сантиметр 6 километрді білдіреді. 8,5 сантиметр қандай нақты қашықтықты білдіреді?",51 километр,"14,5 километр",48 километр,56 километр,pending,pending,pending,pending,pending,,,
master_science_035,science,easy,no,D,C,Which simple machine is a rigid bar that rotates around a fixed pivot?,Pulley,Inclined plane,Wheel and axle,Lever,Қозғалмайтын бұрылыс айналасында айналатын қатты жолақ қай қарапайым машина болып табылады?,Шкив,Көлбеу жазықтық,Доңғалақ және ось,Тетік,pending,pending,pending,pending,pending,,,
master_cs_003,computer_science,hard,no,A,D,Consider this pseudocode: `total = 0; for i from 1 to 3; for j from 1 to i; total = total + 1`. What is the final value of total?,6,3,9,4,Мына псевдокодты қарастырайық: `барлығы = 0; i үшін 1-ден 3-ке дейін; j үшін 1-ден i-ге дейін; жалпы = жалпы + 1`. Қорытындының соңғы мәні қандай?,6,3,9,4,pending,pending,pending,pending,pending,,,
master_science_060,science,medium,no,A,D,"At a divergent boundary between two oceanic plates, what typically forms as magma rises and cools?",New oceanic crust,A deep continental fold mountain only,No new rock of any kind,A gap with no new crust because the old crust only moves apart,"Екі мұхиттық плитаның арасындағы дивергентті шекарада магма көтеріліп, салқындаған кезде әдетте не пайда болады?",Жаңа мұхиттық қыртыс,Тек терең континенттік қатпарлы тау,Ешқандай жаңа тау жынысы жоқ,"Жаңа қыртысы жоқ саңылау, өйткені ескі жер қыртысы тек бір-бірінен жылжиды.",pending,pending,pending,pending,pending,,,
master_cs_040,computer_science,hard,no,D,C,Why can sequentially processing adjacent array elements be faster than accessing widely scattered elements?,Adjacent elements require no instructions,Scattered elements cannot be stored in memory,Sequential access always reduces the algorithm's asymptotic time complexity,Spatial locality lets cache lines supply nearby elements efficiently,Неліктен іргелес массив элементтерін дәйекті түрде өңдеу кеңінен шашыраңқы элементтерге қол жеткізуге қарағанда жылдамырақ болуы мүмкін?,Көрші элементтер нұсқауларды қажет етпейді,Шашылған элементтерді жадта сақтау мүмкін емес,Кезекті қатынас әрқашан алгоритмнің асимптотикалық уақыт күрделілігін төмендетеді,Кеңістіктік локализация кэш желілеріне жақын орналасқан элементтерді тиімді қамтамасыз етуге мүмкіндік береді.,pending,pending,pending,pending,pending,,,
master_cs_045,computer_science,easy,no,D,B,"In a relational database table, what does one row normally represent?",A programming language,The complete database schema,A network connection,One record or entity instance,Реляциялық дерекқор кестесінде бір жол әдетте нені білдіреді?,Бағдарламалау тілі,Толық дерекқор схемасы,Желі қосылымы,Бір жазба немесе нысан данасы,pending,pending,pending,pending,pending,,,
master_cs_007,computer_science,medium,no,A,D,"The pseudocode sets `x = 7`, then executes `if x > 5: x = x - 2`. What is x afterward?",5,7,9,2,"Псевдокод `x = 7` орнатады, содан кейін `x > 5: x = x - 2` орындалады. Одан кейін х деген не?",5,7,9,2,pending,pending,pending,pending,pending,,,
master_cs_067,computer_science,easy,no,C,D,What does a file system primarily organize?,Only processor instructions currently executing,Internet routing tables worldwide,Files and directories on storage devices,Running processes and their processor time,Файлдық жүйе негізінен нені ұйымдастырады?,Қазіргі уақытта орындалатын процессор нұсқаулары ғана,бүкіл әлем бойынша Интернетті бағыттау кестелері,Сақтау құрылғыларындағы файлдар мен каталогтар,Іске қосылған процестер және олардың процессор уақыты,pending,pending,pending,pending,pending,,,
master_cs_011,computer_science,easy,no,A,D,Which data type is intended to represent either true or false?,Boolean,String,Floating-point number,Integer restricted to 0 and 1,Қандай деректер түрі шындықты немесе жалғанды ​​көрсетуге арналған?,Логикалық,Жол,Жылжымалы нүкте саны,0 және 1мен шектелген бүтін сан,pending,pending,pending,pending,pending,,,
master_geo_054,geography,easy,no,C,A,"On a map with north at the top, what direction is to the right?",West,South,East,North,Солтүстігі жоғарғы жағында орналасқан картада оң жақта қандай бағыт бар?,Батыс,Оңтүстік,Шығыс,Солтүстік,pending,pending,pending,pending,pending,,,
master_logic_034,logic,easy,no,B,C,The parcel will not ship unless payment is received. The parcel shipped. What follows?,Payment was not received,Payment was received,Payment may be absent because 'unless' makes it optional,The parcel was never prepared,Төлем алынбайынша сәлемдеме жөнелтілмейді. Сәлемдеме жөнелтілді. Бұдан кейін не болады?,Төлем алынбады,Төлем алынды,"Төлем болмауы мүмкін, себебі ""егер"" оны міндетті емес етеді",Сәлемдеме ешқашан дайындалмаған,pending,pending,pending,pending,pending,,,
master_cs_063,computer_science,hard,no,D,B,How many usable host addresses are available in a conventional IPv4 `/26` subnet when network and broadcast addresses are excluded?,26,64,128,62,Кәдімгі IPv4 `/26` ішкі желісінде желі және тарату мекенжайлары қосылмаған кезде қанша пайдалануға болатын хост мекенжайлары қолжетімді?,26,64,128,62,pending,pending,pending,pending,pending,,,
master_logic_068,logic,easy,no,C,B,"Book B is between books A and C, and A is left of B. Which book is in the middle?",A,C,B,The order is impossible,"В кітабы А және С кітаптарының арасында, ал А В кітабынан қалды. Қандай кітап ортасында?",A,C,B,Бұйрық мүмкін емес,pending,pending,pending,pending,pending,,,
master_logic_069,logic,medium,no,C,B,"Meetings P, Q, and R occur on Monday, Tuesday, and Wednesday. P is before Q, and R is on Wednesday. When is Q?",Monday,Wednesday,Tuesday,It cannot be determined,"P, Q және R кездесулері дүйсенбі, сейсенбі және сәрсенбі күндері болады. P - Q алдында, ал R - сәрсенбіде. Q қашан?",дүйсенбі,сәрсенбі,сейсенбі,Оны анықтау мүмкін емес,pending,pending,pending,pending,pending,,,
master_cs_076,computer_science,medium,no,B,A,Why should passwords generally be stored using a salted password-hashing function rather than reversible encryption?,Hashing lets administrators recover every original password,Verification can be performed without storing a directly recoverable password,A salt makes every user choose the same password,Encryption has no mathematical key,Неліктен құпия сөздер әдетте қайтымды шифрлаудың орнына тұздалған құпия сөзді хэштеу функциясы арқылы сақталуы керек?,Хешинг әкімшілерге әрбір түпнұсқа құпия сөзді қалпына келтіруге мүмкіндік береді,Тексеруді тікелей қалпына келтіруге болатын құпия сөзді сақтамай орындауға болады,Тұз әрбір пайдаланушыға бірдей құпия сөзді таңдауға мәжбүр етеді,Шифрлауда математикалық кілт жоқ,pending,pending,pending,pending,pending,,,
master_cs_020,computer_science,medium,no,A,B,"In an unweighted graph, which traversal finds a path with the fewest edges from a starting vertex?",Breadth-first search,Depth-first search,Inorder traversal,Selection sort,Өлшемсіз графикте қай өткел бастапқы шыңнан ең аз шеттері бар жолды табады?,Кеңінен бірінші іздеу,Тереңдігінен бірінші іздеу,Тәртіп бойынша өту,Таңдау сұрыптау,pending,pending,pending,pending,pending,,,
master_logic_026,logic,easy,no,A,C,All emerald tokens are green. No blue token is green. What must follow?,No emerald token is blue,Every green token is emerald,Some emerald tokens are blue,Every non-blue token is emerald,Барлық изумруд белгілері жасыл. Ешбір көк белгі жасыл емес. Нені ұстану керек?,Ешбір изумруд белгісі көк емес,Әрбір жасыл жетон изумруд,Кейбір изумруд таңбалауышы көк,Әрбір көк емес белгі изумруд,pending,pending,pending,pending,pending,,,
master_science_068,science,medium,no,C,A,Why does the Moon show phases as viewed from Earth?,Earth's shadow covers different parts of the Moon every week,The Moon produces different amounts of light,We see changing portions of the Moon's sunlit half as it orbits Earth,Clouds permanently cover parts of the Moon,Неліктен Ай Жерден қарағанда фазаларды көрсетеді?,Жердің көлеңкесі апта сайын Айдың әртүрлі бөліктерін жауып тұрады,Ай әртүрлі мөлшерде жарық шығарады,Жерді айналып өткенде Айдың күн сәулесінің жарты бөлігінің өзгеретінін көреміз,Бұлттар Айдың бөліктерін біржола жауып тұрады,pending,pending,pending,pending,pending,,,
master_logic_042,logic,medium,no,C,D,"Let A = {a, b} and B = {b, c}. What is A union B?",{b},"{a, c}","{a, b, c}","{a, b, b, c}","A = {a, b} және B = {b, c} болсын. B одағы дегеніміз не?",{b},"{a, c}","{a, b, c}","{a, b, b, c}",pending,pending,pending,pending,pending,,,
master_cs_039,computer_science,easy,no,D,A,Which device is intended for nonvolatile long-term data storage?,CPU register,Processor cache,RAM,Solid-state drive,Қандай құрылғы тұрақты деректерді ұзақ мерзімді сақтауға арналған?,CPU регистрі,Процессор кэші,ЖЖҚ,Қатты күйдегі диск,pending,pending,pending,pending,pending,,,
master_geo_079,geography,easy,no,D,A,What is mechanical weathering?,Movement of sediment by a river,Transformation of rock minerals by chemical reactions only,Deposition of lava,Physical breakup of rock without changing its chemical composition,Механикалық әсер ету дегеніміз не?,Тұнбаның өзен арқылы жылжуы,Тау жыныстарының минералдарының тек химиялық реакциялар арқылы өзгеруі,лаваның шөгуі,Химиялық құрамын өзгертпей тау жыныстарының физикалық ыдырауы,pending,pending,pending,pending,pending,,,
master_science_070,science,hard,no,B,A,"A star appears equally bright as another star but is known to be twice as far from Earth. Compared with the nearer star, what must be true of its luminosity?",It is half as luminous,It is four times as luminous,It has the same luminosity,It is twice as luminous,"Жұлдыз басқа жұлдыз сияқты жарқырап көрінеді, бірақ Жерден екі есе алыс екені белгілі. Жақынырақ жұлдызмен салыстырғанда оның жарқырауы қандай болуы керек?",Жартылай жарығы бар,Төрт есе жарық,Жарық күші бірдей,Екі есе жарық.,pending,pending,pending,pending,pending,,,
master_science_078,science,easy,no,A,B,Why do scientists repeat measurements in an experiment?,To reduce the influence of random error,To guarantee the hypothesis is correct,To change the independent variable secretly,To remove the need for units,Неліктен ғалымдар экспериментте өлшеулерді қайталайды?,Кездейсоқ қатенің әсерін азайту үшін,Гипотезаның дұрыстығына кепілдік беру үшін,Тәуелсіз айнымалыны жасырын өзгерту үшін,Бірліктер қажеттілігін жою үшін,pending,pending,pending,pending,pending,,,
master_geo_019,geography,medium,no,A,B,The Iberian Peninsula is primarily occupied by which two countries?,Spain and Portugal,Italy and Greece,France and Belgium,Norway and Sweden,Пиреней түбегін негізінен қай екі мемлекет алып жатыр?,Испания және Португалия,Италия және Греция,Франция және Бельгия,Норвегия және Швеция,pending,pending,pending,pending,pending,,,
master_geo_023,geography,medium,no,A,B,The Mississippi River reaches the sea through which body of water?,Gulf of Mexico,Gulf of California,Chesapeake Bay,Hudson Bay,Миссисипи өзені теңізге қай су айдыны арқылы жетеді?,Мексика шығанағы,Калифорния шығанағы,Чесапик шығанағы,Хадсон шығанағы,pending,pending,pending,pending,pending,,,
master_geo_044,geography,easy,no,A,D,"Which climate typically has hot, dry summers and mild, wetter winters?",Mediterranean climate,Polar ice-cap climate,Equatorial rainforest climate,Tropical monsoon climate,"Қай климаттың әдетте жазы ыстық, құрғақ және қысы жұмсақ, ылғалды болады?",Жерорта теңізінің климаты,Полярлық мұздық климат,Экваторлық тропикалық орман климаты,Тропикалық муссондық климат,pending,pending,pending,pending,pending,,,
